"filename","samp_type","cruise","station","cast","depth","abs_depth","rosette","tripl","id","untripl","date_run","timestamp","time","lat","lon","DCM_depth","sla","local_hour","temp","sal","theta","dic","alk","ph","oxy_um","PAR","PAR_perc","no23_um","po4_um","DON_um","DOP_um","si_um","PC_um","PN_um","chl_ug","phaeo_ug","beam_atten","het_abund","pro_abund","syn_abund","euk_abund"
"180821_Poo_Day1and2Poo_Full2.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Full3.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Full4.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Full5.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Full6.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Half1.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Half2.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Half3.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Half4.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Half5.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Poo_Day1and2Poo_Half6.mzML","Poo","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-22 15:23:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180821_Smp_MS11C2DCM_B.mzML","Smp","MT","11",2,"DCM",110.7,11,"B","MS11C2DCM_B","180821_Smp_MS11C2DCM",2018-08-21,2018-08-22 16:14:16,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,20.641,35.151,20.62,2038.19695121951,2314.81097560976,7.99660365853659,NA,NA,NA,0.0996858955641877,0.0902004501883902,4.3833742257231,0.144440006739786,4.46955284717488,1.88030552773138,0.326054549695398,0.22812743902439,0.521887804878049,0.0550766936026936,5.14192666666667,2.14691333333333,0.00190666666666667,0.05374
"180821_Smp_MS12C1175m_A.mzML","Smp","MT","12",1,"175m",175.2,1,"A","MS12C1175m_A","180821_Smp_MS12C1175m",2018-08-21,2018-08-22 17:55:16,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,14.445,34.426,14.419,2040,2319,7.855,206.2856,NA,NA,6.64273201159165,0.51336229765109,3.47731693799592,0.0759637874261897,6.66948209397294,0.699858127733885,0.0968969052240121,0.0084,0.0236,0.00817070707070707,1.582912,0.007944,0,0
"180821_Smp_MS13C315m_B.mzML","Smp","MT","13",3,"15m",15.3,1,"B","MS13C315m_B","180821_Smp_MS13C315m",2018-08-21,2018-08-22 18:45:46,2017-07-02 01:32:49,24.4715,-158.723166666667,112,-0.0685,15,26.6056666666667,35.1013333333333,26.6026666666667,1992.4,2317,8.073,NA,NA,NA,0.00215988602487942,0.0417823189398709,4.74952447444404,0.19815077797877,1.20536125107435,2.30797942300621,0.279349779196624,0.05323,0.03527,0.0514818913480885,4.88361,1.52879,0.009005,0.008025
"180821_Smp_MS14C2DCM_A.mzML","Smp","MT","14",2,"DCM",105.5,10,"A","MS14C2DCM_A","180821_Smp_MS14C2DCM",2018-08-21,2018-08-22 20:26:48,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,22.73,35.139,22.709,2025.11704545455,2317.96022727273,8.02877272727273,NA,NA,NA,0.0392299251389869,0.101841202489642,4.63617288358403,0.155312912667288,1.829079722274,1.49335103678144,0.249051188421133,0.272543181818182,0.590118181818182,0.044380404040404,3.2863,1.066025,0.000975,0.031575
"180821_Smp_MS4C1DCM_B.mzML","Smp","MT","4",1,"DCM",99.7,11,"B","MS4C1DCM_B","180821_Smp_MS4C1DCM",2018-08-21,2018-08-22 21:17:18,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,18.148,34.922,18.131,NA,NA,NA,NA,NA,NA,0.00352962928462715,0.0726593951425457,4.28392429944928,0.136887154835228,3.88496555130204,2.28348249845503,0.377292048436044,0.252556756756757,0.516215444015444,0.0514403296462333,5.63872,1.638172,0.004276,0.022868
"180821_Smp_MS11C215m_B.mzML","Smp","MT","11",2,"15m",16.2,21,"B","MS11C215m_B","180821_Smp_MS11C215m",2018-08-21,2018-08-23 02:20:21,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,26.27,35.202,26.266,2003.22406779661,2317,8.06781694915254,NA,NA,NA,0.00208200823911793,0.0377636879320182,4.70079288859872,0.200016242135524,1.24173795150684,1.81202855146433,0.39311876429211,0.0396515254237288,0.0266389830508475,0.0430424601664039,5.0234,1.8252,0.01308,0.0112
"180821_Smp_MS12C1DCM_A.mzML","Smp","MT","12",1,"DCM",103.5,10,"A","MS12C1DCM_A","180821_Smp_MS12C1DCM",2018-08-21,2018-08-23 04:01:22,2017-07-01 15:50:07,24.8595,-158.568333333333,103,-0.1609,5,18.003,34.889,17.985,2042.83829787234,2293.0390070922,7.96316312056738,219.346,NA,NA,1.13932469609323,0.180043050396798,4.12866027916307,0.120517090608901,3.44055963123998,2.84362795096534,0.434975158487354,0.250297222222222,0.496866666666666,0.0726052343434343,5.01288,1.14418,0.00344,0.04694
"180821_Smp_MS13C2175m_A.mzML","Smp","MT","13",2,"175m",174.7,1,"A","MS13C2175m_A","180821_Smp_MS13C2175m",2018-08-21,2018-08-23 04:51:53,2017-07-02 00:04:16,24.4721666666667,-158.719333333333,112,-0.0692,14,17.661,34.808,17.631,2060,2290,7.924,NA,NA,NA,3.37198751615061,0.304986208775722,3.64505303848503,0.0916212591981248,3.94630283715166,0.649396254146206,0.122358865720833,0.0366,0.0986,0.00998277854545454,1.820756,0.0205440000000001,0,0.001096
"180821_Smp_MS14C2175m_C.mzML","Smp","MT","14",2,"175m",175.8,3,"C","MS14C2175m_C","180821_Smp_MS14C2175m",2018-08-21,2018-08-23 09:04:24,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,20.451,35.159,20.418,2045.6,2311,7.989,NA,NA,NA,1.03578018883629,0.137344067054426,4.10775031235967,0.0988210111679422,2.31412627781496,0.798979665138255,0.141455336093448,0.0351,0.1208,0.0118774938136384,2.38048,0.072792,0,0.002936
"180821_Smp_MS4C1175m_A.mzML","Smp","MT","4",1,"175m",174.4,4,"A","MS4C1175m_A","180821_Smp_MS4C1175m",2018-08-21,2018-08-23 09:54:55,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,15.385,34.59,15.358,NA,NA,NA,NA,NA,NA,5.24883927961747,0.421888152609652,3.57196629861166,0.0893767008148399,5.60577649938847,0.724488327937395,0.125718429953052,0.0164,0.0378,0.00660433939393941,1.589608,0.019968,0,0.000119999999999999
"180821_Smp_MS5C1175m_A.mzML","Smp","MT","5",1,"175m",176.6,1,"A","MS5C1175m_A","180821_Smp_MS5C1175m",2018-08-21,2018-08-23 10:45:26,2017-06-29 22:12:29,27.18,-157.6075,122,0.1837,12,19.067,35.006,19.035,2050.2,2301,7.962,NA,NA,NA,1.89010283392303,0.223202271433995,4.04903006223257,0.10766371467246,3.57518803495619,0.895946386512096,0.139702519972291,0.0674565217391305,0.175745652173913,0.0133110133594005,2.22512,0.091904,0,0.003936
"180821_Smp_MS5C115m_B.mzML","Smp","MT","5",1,"15m",15.2,20,"B","MS5C115m_B","180821_Smp_MS5C115m",2018-08-21,2018-08-23 17:01:15,2017-06-29 22:12:29,27.18,-157.6075,122,0.1837,12,25.94,35.2053333333333,25.937,2007.2,2318,8.067,NA,NA,NA,0.00217762700311487,0.0582800240648248,4.76118097192619,0.199822087646193,1.53911943688542,2.01186684101355,0.292105269032971,0.058,0.0253,0.0447098591549296,5.18895333333333,1.22636666666667,0.0130066666666667,0.00802666666666667
"180821_Smp_MS6C3DCM_B.mzML","Smp","MT","6",3,"DCM",118.3,11,"B","MS6C3DCM_B","180821_Smp_MS6C3DCM",2018-08-21,2018-08-23 17:51:41,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,21.964,35.217,21.941,2027.1121559633,2317.96559633028,8.03164220183486,NA,NA,NA,0.00292967245236881,0.0816696142214018,4.62302731317019,0.164080346018298,1.8045490094926,1.67935913826616,0.289983438991569,0.185602293577982,0.513921100917431,0.0386132888888889,4.575428,1.57098,0.004484,0.014148
"180821_Smp_MS7C1175m_B.mzML","Smp","MT","7",1,"175m",176.1,2,"B","MS7C1175m_B","180821_Smp_MS7C1175m",2018-08-21,2018-08-23 19:32:41,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,20.5865,35.203,20.5535,2072.1,2266,8.003,205.876057142857,NA,NA,0.575482482018813,0.109374473434776,4.27931373868939,0.138195204771564,2.23990162755963,0.798979665138255,0.154186316341859,0.0399,0.1081,0.0101753246753247,2.502288,0.025384,0,0.001956
"180821_Smp_MS8C115m_B.mzML","Smp","MT","8",1,"15m",15.1,21,"B","MS8C115m_B","180821_Smp_MS8C115m",2018-08-21,2018-08-23 20:23:11,2017-06-30 18:11:24,25.925,-158.1235,122,0.1793,8,26.1443333333333,35.0786666666667,26.1413333333333,1992.8,2306,8.073,NA,NA,NA,0.00394014060795723,0.0432842161675777,4.75445227859499,0.200488981842448,1.18275163126562,1.88751436681534,0.236937687956526,0.0541,0.0317,0.0413593561368209,5.05528,1.65432,0.0100266666666667,0.00801666666666667
"180821_Smp_MS9C2DCM_B.mzML","Smp","MT","9",2,"DCM",110.6,10,"B","MS9C2DCM_B","180821_Smp_MS9C2DCM",2018-08-21,2018-08-23 22:04:17,2017-06-30 23:32:21,25.679,-158.225,110,0.1036,13,21.428,35.1865,21.407,2037.7370942813,2313.95672333849,8.01083616692427,NA,NA,NA,0.200122599379731,0.0871938763135093,4.40910168139946,0.151775350688423,1.80463018096155,1.48203780433266,0.268522180939224,0.262959969088099,0.511305873261206,0.047265,3.48756,0.75548,0,0.02072
"180821_Smp_MS10C2175m_C.mzML","Smp","MT","10",2,"175m",175,3,"C","MS10C2175m_C","180821_Smp_MS10C2175m",2018-08-21,2018-08-23 22:54:43,2017-07-01 06:34:21,25.4318333333333,-158.327,110,0.0111,20,18.25,34.9485,18.22,2051.10384615385,2290.18461538462,7.95436923076923,NA,NA,NA,1.91981795629749,0.193828184061295,3.84003333042933,0.104642011612275,3.24635719856565,0.645268612412651,0.125947398555831,0.0277107692307692,0.0624561538461538,0.0158747474747475,2.004,0.044,0,0.003
"180821_Smp_MS13C2175m_B.mzML","Smp","MT","13",2,"175m",174.5,2,"B","MS13C2175m_B","180821_Smp_MS13C2175m",2018-08-21,2018-08-24 00:35:45,2017-07-02 00:04:16,24.4721666666667,-158.719333333333,112,-0.0692,14,17.675,34.809,17.645,2059.97298136646,2290.05590062112,7.92414596273292,NA,NA,NA,3.36923918898507,0.304953344343524,3.64657466650716,0.0917343280080253,3.94435874422811,0.649396254146206,0.122358865720833,0.0373689440993788,0.0998425465838508,0.0100559642424242,1.82126,0.02224,0,0.00116
"180821_Smp_MS9C215m_C.mzML","Smp","MT","9",2,"15m",15.5,19,"C","MS9C215m_C","180821_Smp_MS9C215m",2018-08-21,2018-08-24 01:26:13,2017-06-30 23:32:21,25.679,-158.225,110,0.1036,13,26.124,35.069,26.121,1996.98078817734,2312.08210180624,8.07077011494253,NA,NA,NA,0.00190376609681066,0.0474078477584135,4.84351832858193,0.199368625556775,1.54403075473537,2.13108346125847,0.258260512017903,0.0544344827586207,0.0310522167487685,0.0452812877263581,5.0477,1.63326666666667,0.0130333333333333,0.0091
"180821_Smp_MS11C2175m_B.mzML","Smp","MT","11",2,"175m",176,2,"B","MS11C2175m_B","180821_Smp_MS11C2175m",2018-08-21,2018-08-24 03:07:15,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,17.174,34.785,17.145,2054,2284,7.932,NA,NA,NA,3.84859358090888,0.337206472991184,3.63032279141368,0.0948077590364185,5.05302157507741,0.628670841779838,0.101140565306816,0.0207,0.0472,0.00840310332238043,1.68048,0.01352,0,0.00192
"180821_Smp_MS6C3DCM_A.mzML","Smp","MT","6",3,"DCM",118.5,9,"A","MS6C3DCM_A","180821_Smp_MS6C3DCM",2018-08-21,2018-08-24 03:57:46,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,21.949,35.218,21.926,2027.22729357798,2317.97935779816,8.03138532110092,NA,NA,NA,0.00293610621917543,0.0818187799660366,4.62227427608108,0.164084357079564,1.80552461225479,1.67603828319864,0.289449271988139,0.186001376146789,0.515992660550459,0.0386505925925926,4.56779333333333,1.56243333333333,0.00438,0.0141933333333333
"180821_Smp_MS7C1175m_C.mzML","Smp","MT","7",1,"175m",176.3,3,"C","MS7C1175m_C","180821_Smp_MS7C1175m",2018-08-21,2018-08-24 05:38:49,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,20.584,35.203,20.551,2072.1,2266,8.003,205.861314285714,NA,NA,0.579718324294278,0.109739079604712,4.27796753473724,0.138015140184552,2.24304503544798,0.798979665138255,0.154186316341859,0.0399,0.1081,0.010133189033189,2.498704,0.025272,0,0.001948
"180821_Smp_MS4C1DCM_A.mzML","Smp","MT","4",1,"DCM",100.3,10,"A","MS4C1DCM_A","180821_Smp_MS4C1DCM",2018-08-21,2018-08-24 06:29:16,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,18.136,34.922,18.119,NA,NA,NA,NA,NA,NA,0.00403188639492678,0.0736810785122619,4.2820914104363,0.137779333067514,3.83469448741317,2.31874174704095,0.383781864539238,0.256075675675676,0.52691583011583,0.05215472,5.6356,1.63666,0.00388,0.0236
"180821_Smp_MS9C2175m_B.mzML","Smp","MT","9",2,"175m",175.5,2,"B","MS9C2175m_B","180821_Smp_MS9C2175m",2018-08-21,2018-08-24 08:10:17,2017-06-30 23:32:21,25.679,-158.225,110,0.1036,13,18.375,34.955,18.344,2049.7,2300,7.958,NA,NA,NA,2.75303790862469,0.264014019544719,3.66822151236483,0.10684044484545,3.49875261949717,0.611549848955446,0.115993375596628,0.0243,0.0617,0.00831012975281267,1.82954,0.01578,0,0.00098
"180821_Smp_MS4C1175m_B.mzML","Smp","MT","4",1,"175m",174.5,2,"B","MS4C1175m_B","180821_Smp_MS4C1175m",2018-08-21,2018-08-24 09:00:46,2017-06-29 10:48:40,27.9516666666667,-157.283666666667,100,-0.0392,0,15.386,34.59,15.359,NA,NA,NA,NA,NA,NA,5.25299806640927,0.422180014355454,3.57146728742695,0.0893717686061936,5.60937672164235,0.724488327937395,0.125718429953052,0.0164,0.0378,0.00658139393939395,1.58834,0.01964,0,1e-04
"180821_Smp_MS11C215m_A.mzML","Smp","MT","11",2,"15m",15.7,22,"A","MS11C215m_A","180821_Smp_MS11C215m",2018-08-21,2018-08-24 10:41:47,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,26.272,35.201,26.268,2003.1,2317,8.068,NA,NA,NA,0.00208678679601341,0.0379522155488075,4.69572548922675,0.200231727631483,1.2394055139403,1.8119623046472,0.393953111020254,0.0394,0.0263,0.0429529195442928,5.01031666666667,1.8222,0.0130466666666667,0.0111166666666667
"180821_Smp_MS11C215m_C.mzML","Smp","MT","11",2,"15m",15.7,22,"C","MS11C215m_C","180821_Smp_MS11C215m",2018-08-21,2018-08-24 11:32:18,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,26.272,35.201,26.268,2003.1,2317,8.068,NA,NA,NA,0.00208678679601341,0.0379522155488075,4.69572548922675,0.200231727631483,1.2394055139403,1.8119623046472,0.393953111020254,0.0394,0.0263,0.0429529195442928,5.01031666666667,1.8222,0.0130466666666667,0.0111166666666667
"180821_Smp_MS13C2DCM_A.mzML","Smp","MT","13",2,"DCM",110,13,"A","MS13C2DCM_A","180821_Smp_MS13C2DCM",2018-08-21,2018-08-24 13:13:19,2017-07-02 00:04:16,24.4721666666667,-158.719333333333,112,-0.0692,14,20.82,35.073,20.799,2051.05657142857,2308.09428571429,7.97154857142857,NA,NA,NA,0.590002652067215,0.140462854446797,4.16023998472886,0.141897638874223,2.99276788775997,1.78292641114825,0.292326502497004,0.282909142857143,0.495265428571429,0.0502112878787879,4.08825,0.97275,0.0015,0.02875
"180821_Smp_MS6C315m_A.mzML","Smp","MT","6",3,"15m",15.2,20,"A","MS6C315m_A","180821_Smp_MS6C315m",2018-08-21,2018-08-24 14:03:50,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,25.8033333333333,35.2033333333333,25.8003333333333,2001.80738916256,2331.74876847291,8.06729556650246,NA,NA,NA,0.00553915639160424,0.0412410502341614,4.80703813886207,0.202550256357526,1.8385190953536,1.90442123570654,0.264647527804138,0.0436394088669951,0.0289778325123153,0.0381798792756539,4.91453333333333,1.24302,0.0109866666666667,0.00602666666666667
"180821_Smp_MS7C1DCM_B.mzML","Smp","MT","7",1,"DCM",132.7,7,"B","MS7C1DCM_B","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 00:09:58,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,22.127,35.197,22.101,2041.4034965035,2288.11188811189,8.03204895104895,207.0388,NA,NA,0.239808014137434,0.10394005301736,4.36991779927437,0.145753452225167,1.97293114696532,1.64085998925375,0.290050917685465,0.199272151898734,0.493010126582279,0.0339801547816473,3.81754,1.016954,0,0.022148
"180821_Smp_MS7C1175m_A.mzML","Smp","MT","7",1,"175m",175.7,1,"A","MS7C1175m_A","180821_Smp_MS7C1175m",2018-08-21,2018-08-25 01:00:25,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,20.466,35.201,20.433,2071.81708291708,2266.2037962038,8.00326773226773,205.905542857143,NA,NA,0.567010797467883,0.108645261094903,4.2820061465937,0.138555333945589,2.23361481178291,0.800939410728386,0.154502859751299,0.0350272727272726,0.0914454545454542,0.010259595959596,2.509456,0.025608,0,0.001972
"180821_Smp_MS13C2175m_C.mzML","Smp","MT","13",2,"175m",175.3,3,"C","MS13C2175m_C","180821_Smp_MS13C2175m",2018-08-21,2018-08-25 02:41:26,2017-07-02 00:04:16,24.4721666666667,-158.719333333333,112,-0.0692,14,17.612,34.808,17.582,2060,2290,7.924,NA,NA,NA,3.40010586314046,0.306514946382419,3.6417888171836,0.0916890875784029,3.96924641117158,0.649396254146206,0.122358865720833,0.0366,0.0986,0.00982869599999999,1.815392,0.017808,0,0.000988
"180821_Smp_MS5C115m_C.mzML","Smp","MT","5",1,"15m",14.7,19,"C","MS5C115m_C","180821_Smp_MS5C115m",2018-08-21,2018-08-25 03:31:55,2017-06-29 22:12:29,27.18,-157.6075,122,0.1837,12,25.966,35.208,25.963,2007.2,2318,8.067,NA,NA,NA,0.00217920461107504,0.0578915388160937,4.76091158619565,0.200145175475549,1.53780659989129,2.01186684101355,0.292105269032971,0.058,0.0253,0.0447536025248623,5.19114,1.2211,0.013,0.00794
"180821_Smp_MS13C2DCM_B.mzML","Smp","MT","13",2,"DCM",109.6,11,"B","MS13C2DCM_B","180821_Smp_MS13C2DCM",2018-08-21,2018-08-25 05:12:58,2017-07-02 00:04:16,24.4721666666667,-158.719333333333,112,-0.0692,14,20.834,35.076,20.813,2050.732,2308.22,7.97228,NA,NA,NA,0.544932438784833,0.136970092729085,4.17889464207471,0.142518758809282,2.93516137847916,1.79016941534635,0.293412557684072,0.281188,0.490686,0.0506907888888889,4.12503,0.98589,0.00154,0.02901
"180821_Smp_MS5C1175m_B.mzML","Smp","MT","5",1,"175m",176.3,2,"B","MS5C1175m_B","180821_Smp_MS5C1175m",2018-08-21,2018-08-25 06:03:27,2017-06-29 22:12:29,27.18,-157.6075,122,0.1837,12,19.077,35.007,19.045,2050.15808823529,2301.06066176471,7.96214889705882,NA,NA,NA,1.88222595500644,0.222745362531939,4.05212899923332,0.10766371467246,3.57454436564744,0.899237378267814,0.140325230962702,0.068470652173913,0.177632065217391,0.0133729390681004,2.22866,0.092672,0,0.003948
"180821_Smp_MS6C315m_C.mzML","Smp","MT","6",3,"15m",15.7,19,"C","MS6C315m_C","180821_Smp_MS6C315m",2018-08-21,2018-08-25 07:44:28,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,25.785,35.204,25.782,2001.81149425287,2331.6091954023,8.06745977011494,NA,NA,NA,0.00550068536026384,0.0411184650124823,4.80836120677431,0.202416530198497,1.84677432862443,1.90613868808731,0.264962651077614,0.0441057471264368,0.0292988505747126,0.0383543004516032,4.92086666666667,1.25307,0.0109533333333333,0.00609333333333333
"180821_Smp_MS11C2175m_C.mzML","Smp","MT","11",2,"175m",175.1,3,"C","MS11C2175m_C","180821_Smp_MS11C2175m",2018-08-21,2018-08-25 08:34:57,2017-07-01 11:28:10,25.1876666666667,-158.428333333333,110,-0.0883,1,16.966,34.7515,16.937,2053.80609756098,2284.37804878049,7.93279268292683,NA,NA,NA,3.78034844680775,0.33251410956378,3.63411727773684,0.0953853726797275,5.00531009897504,0.642129279263188,0.103558995246478,0.0232451219512195,0.0530243902439025,0.0085,1.691748,0.013952,0,0.001992
"180821_Smp_MS14C2DCM_C.mzML","Smp","MT","14",2,"DCM",104.9,9,"C","MS14C2DCM_C","180821_Smp_MS14C2DCM",2018-08-21,2018-08-25 10:15:58,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,22.733,35.138,22.712,2024.83787375415,2317.93355481728,8.02920598006645,NA,NA,NA,0.0184380433771233,0.0999123984292386,4.64347041512658,0.156249689388613,1.82142767434519,1.49776327948635,0.249522837961541,0.272913953488372,0.589459136212625,0.0449045757575757,3.31372,1.08282,0.00106,0.03166
"180821_Smp_MS8C115m_A.mzML","Smp","MT","8",1,"15m",16.1,20,"A","MS8C115m_A","180821_Smp_MS8C115m",2018-08-21,2018-08-25 11:06:29,2017-06-30 18:11:24,25.925,-158.1235,122,0.1793,8,26.143,35.074,26.139,1992.8714527027,2306.08108108108,8.07295439189189,NA,NA,NA,0.00398091600574582,0.0430370167274467,4.76265135246206,0.200445188841589,1.19907765805301,1.88751436681534,0.236937687956526,0.054458277027027,0.0319027027027027,0.0419500874336478,5.09808,1.67752,0.0102933333333333,0.00818333333333333
"180821_Smp_MS7C115m_C.mzML","Smp","MT","7",1,"15m",14.5,19,"C","MS7C115m_C","180821_Smp_MS7C115m",2018-08-21,2018-08-25 12:47:31,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,25.816,35.2,25.813,2006.3,2318,8.067,206.8,NA,NA,0.00188437998326377,0.0398751040021411,4.7459926099998,0.196592393744647,1.57384712076162,1.84245912254062,0.277252458743159,0.05628,0.034305,0.0350626605308753,4.9335,1.8424,0.014,0.0081
"180821_Smp_MS14C215m_B.mzML","Smp","MT","14",2,"15m",15,21,"B","MS14C215m_B","180821_Smp_MS14C215m",2018-08-21,2018-08-25 13:38:01,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,26.3895,34.9275,26.3865,1988.6,2304,8.069,NA,NA,NA,0.00405339763430835,0.0620365763228807,4.83288980497635,0.195946554647076,1.94457526982527,2.11909832238736,0.268765138577552,0.0498,0.0307,0.045938469284995,4.705,1.478,0.008,0.006
"180821_Smp_MS6C315m_B.mzML","Smp","MT","6",3,"15m",15.2,21,"B","MS6C315m_B","180821_Smp_MS6C315m",2018-08-21,2018-08-25 17:50:31,2017-06-30 09:34:20,26.37,-158.010666666667,119,0.252,23,25.8033333333333,35.2033333333333,25.8003333333333,2001.80738916256,2331.74876847291,8.06729556650246,NA,NA,NA,0.00553915639160424,0.0412410502341614,4.80703813886207,0.202550256357526,1.8385190953536,1.90442123570654,0.264647527804138,0.0436394088669951,0.0289778325123153,0.0381798792756539,4.91453333333333,1.24302,0.0109866666666667,0.00602666666666667
"180821_Smp_MS9C215m_A.mzML","Smp","MT","9",2,"15m",15.1,20,"A","MS9C215m_A","180821_Smp_MS9C215m",2018-08-21,2018-08-25 18:41:03,2017-06-30 23:32:21,25.679,-158.225,110,0.1036,13,26.12775,35.069,26.12475,1996.8684729064,2312.04926108374,8.07086206896552,NA,NA,NA,0.00191755191453887,0.0475212010447773,4.84339488370305,0.199426312316349,1.54278247001436,2.12989382525201,0.258218702558959,0.0540206896551724,0.0307113300492611,0.0452611670020121,5.03434,1.62665333333333,0.0130066666666667,0.00902
"180821_Smp_MS14C2175m_A.mzML","Smp","MT","14",2,"175m",175.6,1,"A","MS14C2175m_A","180821_Smp_MS14C2175m",2018-08-21,2018-08-25 20:22:03,2017-07-02 06:32:57,24.0005,-158.918166666667,105,0.073,20,20.449,35.158,20.416,2045.6,2311,7.989,NA,NA,NA,1.03160100101727,0.137116893015096,4.10701452332304,0.0988210111679422,2.29496698254091,0.798979665138255,0.141455336093448,0.0351,0.1208,0.0119179789866537,2.38336,0.073344,0,0.002952
"180821_Smp_MS7C1DCM_A.mzML","Smp","MT","7",1,"DCM",133.5,9,"A","MS7C1DCM_A","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 21:12:33,2017-06-30 11:35:43,26.17,-158.022333333333,133,0.228,1,22.097,35.197,22.07,2041.96933066933,2287.7042957043,8.03151348651349,207.074,NA,NA,0.262744245997289,0.104672851176507,4.36229941120321,0.145003989152741,1.98244080693082,1.62795204976362,0.28808417853493,0.196147268408551,0.48558028503563,0.0333010613598673,3.7697,0.98417,0,0.02154
