filepath,filename,shortname,samp_type,IS_type,polarity,amendment,depth,startime,timepoint,timepoint_num,tripl,untripl,cast,station,cast_datetime,timestamp
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T0-A-noIS-neg.mzML,Amm-Surf-Morn-T0-A,Smp,noIS,neg,Amm,Surf,Morn,T0,0,A,Amm-Surf-Morn-T0,34,2,2021-08-01T16:15:06Z,2021-09-27T03:57:00Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,Amm-Surf-Morn-T0-A,Smp,wIS,neg,Amm,Surf,Morn,T0,0,A,Amm-Surf-Morn-T0,34,2,2021-08-01T16:15:06Z,2021-09-27T02:15:59Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T0-B-noIS-neg.mzML,Amm-Surf-Morn-T0-B,Smp,noIS,neg,Amm,Surf,Morn,T0,0,B,Amm-Surf-Morn-T0,34,2,2021-08-01T16:15:06Z,2021-09-23T15:46:25Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,Amm-Surf-Morn-T0-B,Smp,wIS,neg,Amm,Surf,Morn,T0,0,B,Amm-Surf-Morn-T0,34,2,2021-08-01T16:15:06Z,2021-09-23T14:05:24Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T0-C-noIS-neg.mzML,Amm-Surf-Morn-T0-C,Smp,noIS,neg,Amm,Surf,Morn,T0,0,C,Amm-Surf-Morn-T0,34,2,2021-08-01T16:15:06Z,2021-09-22T01:03:08Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,Amm-Surf-Morn-T0-C,Smp,wIS,neg,Amm,Surf,Morn,T0,0,C,Amm-Surf-Morn-T0,34,2,2021-08-01T16:15:06Z,2021-09-21T23:22:07Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T1-A-noIS-neg.mzML,Amm-Surf-Morn-T1-A,Smp,noIS,neg,Amm,Surf,Morn,T1,1,A,Amm-Surf-Morn-T1,34,2,2021-08-01T16:15:06Z,2021-09-19T05:42:36Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T1-A-wIS.mzML,Amm-Surf-Morn-T1-A,Smp,wIS,neg,Amm,Surf,Morn,T1,1,A,Amm-Surf-Morn-T1,34,2,2021-08-01T16:15:06Z,2021-09-19T04:01:36Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T1-B-noIS-neg.mzML,Amm-Surf-Morn-T1-B,Smp,noIS,neg,Amm,Surf,Morn,T1,1,B,Amm-Surf-Morn-T1,34,2,2021-08-01T16:15:06Z,2021-09-19T11:36:09Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-B-wIS.mzML,210916_Smp_Amm-Surf-Morn-T1-B-wIS.mzML,Amm-Surf-Morn-T1-B,Smp,wIS,neg,Amm,Surf,Morn,T1,1,B,Amm-Surf-Morn-T1,34,2,2021-08-01T16:15:06Z,2021-09-19T09:55:07Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T1-C-noIS-neg.mzML,Amm-Surf-Morn-T1-C,Smp,noIS,neg,Amm,Surf,Morn,T1,1,C,Amm-Surf-Morn-T1,34,2,2021-08-01T16:15:06Z,2021-09-17T18:21:19Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-C-wIS.mzML,210916_Smp_Amm-Surf-Morn-T1-C-wIS.mzML,Amm-Surf-Morn-T1-C,Smp,wIS,neg,Amm,Surf,Morn,T1,1,C,Amm-Surf-Morn-T1,34,2,2021-08-01T16:15:06Z,2021-09-17T16:40:18Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T3-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T3-A-noIS-neg.mzML,Amm-Surf-Morn-T3-A,Smp,noIS,neg,Amm,Surf,Morn,T3,3,A,Amm-Surf-Morn-T3,34,2,2021-08-01T16:15:06Z,2021-09-21T22:31:36Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T3-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T3-A-wIS.mzML,Amm-Surf-Morn-T3-A,Smp,wIS,neg,Amm,Surf,Morn,T3,3,A,Amm-Surf-Morn-T3,34,2,2021-08-01T16:15:06Z,2021-09-21T20:50:34Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T3-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T3-B-noIS-neg.mzML,Amm-Surf-Morn-T3-B,Smp,noIS,neg,Amm,Surf,Morn,T3,3,B,Amm-Surf-Morn-T3,34,2,2021-08-01T16:15:06Z,2021-09-18T00:14:52Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T3-B-wIS.mzML,210916_Smp_Amm-Surf-Morn-T3-B-wIS.mzML,Amm-Surf-Morn-T3-B,Smp,wIS,neg,Amm,Surf,Morn,T3,3,B,Amm-Surf-Morn-T3,34,2,2021-08-01T16:15:06Z,2021-09-17T22:33:50Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T3-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T3-C-noIS-neg.mzML,Amm-Surf-Morn-T3-C,Smp,noIS,neg,Amm,Surf,Morn,T3,3,C,Amm-Surf-Morn-T3,34,2,2021-08-01T16:15:06Z,2021-09-27T21:37:40Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T3-C-wIS.mzML,210916_Smp_Amm-Surf-Morn-T3-C-wIS.mzML,Amm-Surf-Morn-T3-C,Smp,wIS,neg,Amm,Surf,Morn,T3,3,C,Amm-Surf-Morn-T3,34,2,2021-08-01T16:15:06Z,2021-09-27T19:56:39Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T10-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T10-A-noIS-neg.mzML,Amm-Surf-Morn-T10-A,Smp,noIS,neg,Amm,Surf,Morn,T10,10,A,Amm-Surf-Morn-T10,34,2,2021-08-01T16:15:06Z,2021-09-23T03:59:20Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T10-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T10-A-wIS.mzML,Amm-Surf-Morn-T10-A,Smp,wIS,neg,Amm,Surf,Morn,T10,10,A,Amm-Surf-Morn-T10,34,2,2021-08-01T16:15:06Z,2021-09-23T02:18:18Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T10-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T10-B-noIS-neg.mzML,Amm-Surf-Morn-T10-B,Smp,noIS,neg,Amm,Surf,Morn,T10,10,B,Amm-Surf-Morn-T10,34,2,2021-08-01T16:15:06Z,2021-09-27T15:44:06Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T10-B-wIS.mzML,210916_Smp_Amm-Surf-Morn-T10-B-wIS.mzML,Amm-Surf-Morn-T10-B,Smp,wIS,neg,Amm,Surf,Morn,T10,10,B,Amm-Surf-Morn-T10,34,2,2021-08-01T16:15:06Z,2021-09-27T14:03:07Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T10-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T10-C-noIS-neg.mzML,Amm-Surf-Morn-T10-C,Smp,noIS,neg,Amm,Surf,Morn,T10,10,C,Amm-Surf-Morn-T10,34,2,2021-08-01T16:15:06Z,2021-09-20T19:35:24Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T10-C-wIS.mzML,210916_Smp_Amm-Surf-Morn-T10-C-wIS.mzML,Amm-Surf-Morn-T10-C,Smp,wIS,neg,Amm,Surf,Morn,T10,10,C,Amm-Surf-Morn-T10,34,2,2021-08-01T16:15:06Z,2021-09-20T17:54:25Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T26-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T26-A-noIS-neg.mzML,Amm-Surf-Morn-T26-A,Smp,noIS,neg,Amm,Surf,Morn,T26,26,A,Amm-Surf-Morn-T26,34,2,2021-08-01T16:15:06Z,2021-09-19T08:14:10Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T26-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T26-A-wIS.mzML,Amm-Surf-Morn-T26-A,Smp,wIS,neg,Amm,Surf,Morn,T26,26,A,Amm-Surf-Morn-T26,34,2,2021-08-01T16:15:06Z,2021-09-19T06:33:09Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T26-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T26-B-noIS-neg.mzML,Amm-Surf-Morn-T26-B,Smp,noIS,neg,Amm,Surf,Morn,T26,26,B,Amm-Surf-Morn-T26,34,2,2021-08-01T16:15:06Z,2021-09-21T07:22:28Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T26-B-wIS.mzML,210916_Smp_Amm-Surf-Morn-T26-B-wIS.mzML,Amm-Surf-Morn-T26-B,Smp,wIS,neg,Amm,Surf,Morn,T26,26,B,Amm-Surf-Morn-T26,34,2,2021-08-01T16:15:06Z,2021-09-21T05:41:28Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T26-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T26-C-noIS-neg.mzML,Amm-Surf-Morn-T26-C,Smp,noIS,neg,Amm,Surf,Morn,T26,26,C,Amm-Surf-Morn-T26,34,2,2021-08-01T16:15:06Z,2021-09-22T12:50:14Z
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T26-C-wIS.mzML,210916_Smp_Amm-Surf-Morn-T26-C-wIS.mzML,Amm-Surf-Morn-T26-C,Smp,wIS,neg,Amm,Surf,Morn,T26,26,C,Amm-Surf-Morn-T26,34,2,2021-08-01T16:15:06Z,2021-09-22T11:09:12Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T0-A-noIS-neg.mzML,Amm-Surf-Eve-T0-A,Smp,noIS,neg,Amm,Surf,Eve,T0,0,A,Amm-Surf-Eve-T0,36,2,2021-08-02T03:58:10Z,2021-09-27T19:06:08Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,Amm-Surf-Eve-T0-A,Smp,wIS,neg,Amm,Surf,Eve,T0,0,A,Amm-Surf-Eve-T0,36,2,2021-08-02T03:58:10Z,2021-09-27T17:25:10Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T0-B-noIS-neg.mzML,Amm-Surf-Eve-T0-B,Smp,noIS,neg,Amm,Surf,Eve,T0,0,B,Amm-Surf-Eve-T0,36,2,2021-08-02T03:58:10Z,2021-09-18T17:55:33Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,Amm-Surf-Eve-T0-B,Smp,wIS,neg,Amm,Surf,Eve,T0,0,B,Amm-Surf-Eve-T0,36,2,2021-08-02T03:58:10Z,2021-09-18T16:14:31Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T0-C-noIS-neg.mzML,Amm-Surf-Eve-T0-C,Smp,noIS,neg,Amm,Surf,Eve,T0,0,C,Amm-Surf-Eve-T0,36,2,2021-08-02T03:58:10Z,2021-09-23T06:30:50Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,Amm-Surf-Eve-T0-C,Smp,wIS,neg,Amm,Surf,Eve,T0,0,C,Amm-Surf-Eve-T0,36,2,2021-08-02T03:58:10Z,2021-09-23T04:49:50Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T1-A-noIS-neg.mzML,Amm-Surf-Eve-T1-A,Smp,noIS,neg,Amm,Surf,Eve,T1,1,A,Amm-Surf-Eve-T1,36,2,2021-08-02T03:58:10Z,2021-09-23T00:37:19Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T1-A-wIS.mzML,Amm-Surf-Eve-T1-A,Smp,wIS,neg,Amm,Surf,Eve,T1,1,A,Amm-Surf-Eve-T1,36,2,2021-08-02T03:58:10Z,2021-09-22T22:56:18Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T1-B-noIS-neg.mzML,Amm-Surf-Eve-T1-B,Smp,noIS,neg,Amm,Surf,Eve,T1,1,B,Amm-Surf-Eve-T1,36,2,2021-08-02T03:58:10Z,2021-09-26T22:03:30Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T1-B-wIS.mzML,Amm-Surf-Eve-T1-B,Smp,wIS,neg,Amm,Surf,Eve,T1,1,B,Amm-Surf-Eve-T1,36,2,2021-08-02T03:58:10Z,2021-09-24T04:23:59Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T1-C-noIS-neg.mzML,Amm-Surf-Eve-T1-C,Smp,noIS,neg,Amm,Surf,Eve,T1,1,C,Amm-Surf-Eve-T1,36,2,2021-08-02T03:58:10Z,2021-09-22T16:12:14Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T1-C-wIS.mzML,Amm-Surf-Eve-T1-C,Smp,wIS,neg,Amm,Surf,Eve,T1,1,C,Amm-Surf-Eve-T1,36,2,2021-08-02T03:58:10Z,2021-09-22T14:31:15Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T3-A-noIS-neg.mzML,Amm-Surf-Eve-T3-A,Smp,noIS,neg,Amm,Surf,Eve,T3,3,A,Amm-Surf-Eve-T3,36,2,2021-08-02T03:58:10Z,2021-09-18T02:46:22Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T3-A-wIS.mzML,Amm-Surf-Eve-T3-A,Smp,wIS,neg,Amm,Surf,Eve,T3,3,A,Amm-Surf-Eve-T3,36,2,2021-08-02T03:58:10Z,2021-09-18T01:05:23Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T3-B-noIS-neg.mzML,Amm-Surf-Eve-T3-B,Smp,noIS,neg,Amm,Surf,Eve,T3,3,B,Amm-Surf-Eve-T3,36,2,2021-08-02T03:58:10Z,2021-09-20T11:10:22Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T3-B-wIS.mzML,Amm-Surf-Eve-T3-B,Smp,wIS,neg,Amm,Surf,Eve,T3,3,B,Amm-Surf-Eve-T3,36,2,2021-08-02T03:58:10Z,2021-09-20T09:29:20Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T3-C-noIS-neg.mzML,Amm-Surf-Eve-T3-C,Smp,noIS,neg,Amm,Surf,Eve,T3,3,C,Amm-Surf-Eve-T3,36,2,2021-08-02T03:58:10Z,2021-09-25T17:26:17Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T3-C-wIS.mzML,Amm-Surf-Eve-T3-C,Smp,wIS,neg,Amm,Surf,Eve,T3,3,C,Amm-Surf-Eve-T3,36,2,2021-08-02T03:58:10Z,2021-09-25T15:45:15Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T10-A-noIS-neg.mzML,Amm-Surf-Eve-T10-A,Smp,noIS,neg,Amm,Surf,Eve,T10,10,A,Amm-Surf-Eve-T10,36,2,2021-08-02T03:58:10Z,2021-09-19T14:07:40Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T10-A-wIS.mzML,Amm-Surf-Eve-T10-A,Smp,wIS,neg,Amm,Surf,Eve,T10,10,A,Amm-Surf-Eve-T10,36,2,2021-08-02T03:58:10Z,2021-09-19T12:26:39Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T10-B-noIS-neg.mzML,Amm-Surf-Eve-T10-B,Smp,noIS,neg,Amm,Surf,Eve,T10,10,B,Amm-Surf-Eve-T10,36,2,2021-08-02T03:58:10Z,2021-09-22T10:18:42Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T10-B-wIS.mzML,Amm-Surf-Eve-T10-B,Smp,wIS,neg,Amm,Surf,Eve,T10,10,B,Amm-Surf-Eve-T10,36,2,2021-08-02T03:58:10Z,2021-09-22T08:37:42Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T10-C-noIS-neg.mzML,Amm-Surf-Eve-T10-C,Smp,noIS,neg,Amm,Surf,Eve,T10,10,C,Amm-Surf-Eve-T10,36,2,2021-08-02T03:58:10Z,2021-09-27T07:19:00Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T10-C-wIS.mzML,Amm-Surf-Eve-T10-C,Smp,wIS,neg,Amm,Surf,Eve,T10,10,C,Amm-Surf-Eve-T10,36,2,2021-08-02T03:58:10Z,2021-09-27T05:38:01Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T26-A-noIS-neg.mzML,Amm-Surf-Eve-T26-A,Smp,noIS,neg,Amm,Surf,Eve,T26,26,A,Amm-Surf-Eve-T26,36,2,2021-08-02T03:58:10Z,2021-09-23T18:17:55Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T26-A-wIS.mzML,Amm-Surf-Eve-T26-A,Smp,wIS,neg,Amm,Surf,Eve,T26,26,A,Amm-Surf-Eve-T26,36,2,2021-08-02T03:58:10Z,2021-09-23T16:36:53Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T26-B-noIS-neg.mzML,Amm-Surf-Eve-T26-B,Smp,noIS,neg,Amm,Surf,Eve,T26,26,B,Amm-Surf-Eve-T26,36,2,2021-08-02T03:58:10Z,2021-09-21T10:44:30Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T26-B-wIS.mzML,Amm-Surf-Eve-T26-B,Smp,wIS,neg,Amm,Surf,Eve,T26,26,B,Amm-Surf-Eve-T26,36,2,2021-08-02T03:58:10Z,2021-09-21T09:03:31Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T26-C-noIS-neg.mzML,Amm-Surf-Eve-T26-C,Smp,noIS,neg,Amm,Surf,Eve,T26,26,C,Amm-Surf-Eve-T26,36,2,2021-08-02T03:58:10Z,2021-09-20T17:03:55Z
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T26-C-wIS.mzML,Amm-Surf-Eve-T26-C,Smp,wIS,neg,Amm,Surf,Eve,T26,26,C,Amm-Surf-Eve-T26,36,2,2021-08-02T03:58:10Z,2021-09-20T15:22:54Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T0-A-noIS-neg.mzML,Amm-Deep-Morn-T0-A,Smp,noIS,neg,Amm,Deep,Morn,T0,0,A,Amm-Deep-Morn-T0,39,2,2021-08-02T15:35:55Z,2021-09-18T12:02:00Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,Amm-Deep-Morn-T0-A,Smp,wIS,neg,Amm,Deep,Morn,T0,0,A,Amm-Deep-Morn-T0,39,2,2021-08-02T15:35:55Z,2021-09-18T10:20:59Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T0-B-noIS-neg.mzML,Amm-Deep-Morn-T0-B,Smp,noIS,neg,Amm,Deep,Morn,T0,0,B,Amm-Deep-Morn-T0,39,2,2021-08-02T15:35:55Z,2021-09-20T05:16:46Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,Amm-Deep-Morn-T0-B,Smp,wIS,neg,Amm,Deep,Morn,T0,0,B,Amm-Deep-Morn-T0,39,2,2021-08-02T15:35:55Z,2021-09-20T03:35:45Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T0-C-noIS-neg.mzML,Amm-Deep-Morn-T0-C,Smp,noIS,neg,Amm,Deep,Morn,T0,0,C,Amm-Deep-Morn-T0,39,2,2021-08-02T15:35:55Z,2021-09-27T13:12:38Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,Amm-Deep-Morn-T0-C,Smp,wIS,neg,Amm,Deep,Morn,T0,0,C,Amm-Deep-Morn-T0,39,2,2021-08-02T15:35:55Z,2021-09-27T11:31:37Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T1-A-noIS-neg.mzML,Amm-Deep-Morn-T1-A,Smp,noIS,neg,Amm,Deep,Morn,T1,1,A,Amm-Deep-Morn-T1,39,2,2021-08-02T15:35:55Z,2021-09-19T02:20:35Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T1-A-wIS.mzML,Amm-Deep-Morn-T1-A,Smp,wIS,neg,Amm,Deep,Morn,T1,1,A,Amm-Deep-Morn-T1,39,2,2021-08-02T15:35:55Z,2021-09-19T00:39:36Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T1-B-noIS-neg.mzML,Amm-Deep-Morn-T1-B,Smp,noIS,neg,Amm,Deep,Morn,T1,1,B,Amm-Deep-Morn-T1,39,2,2021-08-02T15:35:55Z,2021-09-20T13:41:52Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T1-B-wIS.mzML,Amm-Deep-Morn-T1-B,Smp,wIS,neg,Amm,Deep,Morn,T1,1,B,Amm-Deep-Morn-T1,39,2,2021-08-02T15:35:55Z,2021-09-20T12:00:53Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T1-C-noIS-neg.mzML,Amm-Deep-Morn-T1-C,Smp,noIS,neg,Amm,Deep,Morn,T1,1,C,Amm-Deep-Morn-T1,39,2,2021-08-02T15:35:55Z,2021-09-27T09:50:32Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T1-C-wIS.mzML,Amm-Deep-Morn-T1-C,Smp,wIS,neg,Amm,Deep,Morn,T1,1,C,Amm-Deep-Morn-T1,39,2,2021-08-02T15:35:55Z,2021-09-27T08:09:31Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T3-A-noIS-neg.mzML,Amm-Deep-Morn-T3-A,Smp,noIS,neg,Amm,Deep,Morn,T3,3,A,Amm-Deep-Morn-T3,39,2,2021-08-02T15:35:55Z,2021-09-25T11:32:44Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T3-A-wIS.mzML,Amm-Deep-Morn-T3-A,Smp,wIS,neg,Amm,Deep,Morn,T3,3,A,Amm-Deep-Morn-T3,39,2,2021-08-02T15:35:55Z,2021-09-25T09:51:42Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T3-B-noIS-neg.mzML,Amm-Deep-Morn-T3-B,Smp,noIS,neg,Amm,Deep,Morn,T3,3,B,Amm-Deep-Morn-T3,39,2,2021-08-02T15:35:55Z,2021-09-23T12:24:20Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T3-B-wIS.mzML,Amm-Deep-Morn-T3-B,Smp,wIS,neg,Amm,Deep,Morn,T3,3,B,Amm-Deep-Morn-T3,39,2,2021-08-02T15:35:55Z,2021-09-23T10:43:23Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T3-C-noIS-neg.mzML,Amm-Deep-Morn-T3-C,Smp,noIS,neg,Amm,Deep,Morn,T3,3,C,Amm-Deep-Morn-T3,39,2,2021-08-02T15:35:55Z,2021-09-18T08:40:00Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T3-C-wIS.mzML,Amm-Deep-Morn-T3-C,Smp,wIS,neg,Amm,Deep,Morn,T3,3,C,Amm-Deep-Morn-T3,39,2,2021-08-02T15:35:55Z,2021-09-18T06:59:01Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T10-A-noIS-neg.mzML,Amm-Deep-Morn-T10-A,Smp,noIS,neg,Amm,Deep,Morn,T10,10,A,Amm-Deep-Morn-T10,39,2,2021-08-02T15:35:55Z,2021-09-21T04:50:58Z
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T10-A-wIS.mzML,Amm-Deep-Morn-T10-A,Smp,wIS,neg,Amm,Deep,Morn,T10,10,A,Amm-Deep-Morn-T10,39,2,2021-08-02T15:35:55Z,2021-09-21T03:09:59Z
